year,location,block,variety,stand_pct,days_to_heading_julian,height,lodging,yield_bu_a,test_weight,range,row
2017,AB,4,IDN06-03303B,85,158,34,0,143.6387097,57.8,1,7
2017,AB,4,Norwest Duet,75,159,42,0,168.7754839,59.5,1,8
2017,AB,4,IDN09-08357A,85,156,39,0,158.1587097,59.5,1,9
2017,AB,4,SY  Ovation,80,159,38,0,164.56,59.5,1,10
2017,AB,4,OR2121086,70,157,32,0,142.8580645,57,2,1
2017,AB,4,Jasper,85,159,39,0,106.48,52.2,2,2
2017,AB,4,Norwest Tandem,70,154,32,0,141.2967742,58.1,2,3
2017,AB,4,UI Castle ,50,162,38,0,130.523871,58.6,2,4
2017,AB,4,UI Palouse,70,158,33,0,119.4387097,57.2,2,5
2017,AB,4,Bruneau,75,158,38,0,141.9212903,59.5,2,6
2017,AB,4,LCS Artdeco,70,156,34,0,136.6129032,56.7,2,7
2017,AB,4,SY Dayton,85,158,37,0,161.4374194,59.5,2,8
2017,AB,4,WB1783,95,156,40,0,166.5896774,62.6,2,9
2017,AB,4,WB 456,95,153,35,0,145.356129,62,2,10
2017,AB,4,UI Sparrow,85,162,43,0,115.3793548,54.7,3,1
2017,AB,4,Brundage,75,154,32,0,127.0890323,60.1,3,2
2017,AB,4,ORI2150033CF+,70,158,39,0,144.5754839,59.2,3,3
2017,AB,4,WB-528,85,155,37,0,148.3225806,61.2,3,4
2017,AB,4,WB1376CLP ,80,156,36,0,144.4193548,62.3,3,5
2017,AB,4,XA1101,80,157,37,0,127.5574194,60.3,3,6
2017,AB,4,WB1070CL,60,154,32,0,131.6167742,61.2,3,7
2017,AB,4,UI Sparrow,75,161,43,0,152.2258065,58.1,3,8
2017,AB,4,UI-WSU Huffman,80,161,39,0,149.2593548,59.2,3,9
2017,AB,4,IDN-02-29001A,90,154,35,0,144.5754839,60.6,3,10
2017,AB,4,IDN-01-10704A,90,157,41,0,152.2258065,59.5,4,1
2017,AB,4,SY Assure,90,153,35,0,134.1148387,60.1,4,2
2017,AB,4,WA8234,85,157,38,0,153.7870968,61.5,4,3
2017,AB,4,ORI2150031CF+,90,156,37,0,135.8322581,59.2,4,4
2017,AB,4,WA8232,95,157,34,0,142.0774194,60.9,4,5
2017,AB,4,LCS Hulk,95,156,35,0,149.5716129,60.1,4,6
2017,AB,4,IDN07-28017B,95,153,32,0,127.8696774,59.5,4,7
2017,AB,4,LCS Shark,95,153,33,0,115.6916129,57.2,4,8
2017,AB,4,XA1401,95,157,32,0,119.9070968,60.9,4,9
2017,AB,4,WB1529 ,95,154,32,0,150.3522581,62,4,10
2017,AB,1,UI Castle ,90,159,41,0,161.5935484,60.6,5,1
2017,AB,1,UI Magic,90,156,35,0,151.2890323,62,5,2
2017,AB,1,WB1529 ,90,157,36,0,153.0064516,62,5,3
2017,AB,1,WA8234,95,157,39,0,156.5974194,61.2,5,4
2017,AB,1,Norwest Duet,95,158,42,0,157.2219355,60.3,5,5
2017,AB,1,ORI2150031CF+,95,158,39,0,141.7651613,58.6,5,6
2017,AB,1,WB1783,95,156,38,0,156.1290323,62.9,5,7
2017,AB,1,SY Dayton,90,157,36,0,145.6683871,58.6,5,8
2017,AB,1,SY  Ovation,60,159,37,0,140.0477419,57.5,5,9
2017,AB,1,LCS Drive,25,157,28,0,116.9406452,55,5,10
2017,AB,1,OR2101043,85,157,37,0,158.4709677,60.6,6,1
2017,AB,1,XA1401,85,159,35,0,126.3083871,61.7,6,2
2017,AB,1,LCS Shark,85,157,37,0,140.0477419,58.4,6,3
2017,AB,1,Jasper,80,160,39,0,152.5380645,56.7,6,4
2017,AB,1,IDN07-28017B,80,157,35,0,132.0851613,58.4,6,5
2017,AB,1,LCS Artdeco,70,159,34,0,130.9922581,57,6,6
2017,AB,1,Brundage,80,154,36,0,135.52,60.1,6,7
2017,AB,1,IDN09-08357A,70,156,37,0,137.8619355,59.2,6,8
2017,AB,1,LCS Hulk,40,156,38,0,126.3083871,57.2,6,9
2017,AB,1,UI Sparrow,5,158,34,0,.,.,6,10
2017,AB,1,ORI2150033CF+,85,159,37,0,143.9509677,58.4,7,1
2017,AB,1,IDN-01-10704A,95,157,41,0,164.403871,60.1,7,2
2017,AB,1,Stephens,90,154,38,0,166.7458065,60.1,7,3
2017,AB,1,Norwest Tandem,90,154,32,0,153.6309677,59.5,7,4
2017,AB,1,WB-528,95,154,38,0,167.5264516,62,7,5
2017,AB,1,IDN-02-29001A,90,156,37,0,159.876129,61.2,7,6
2017,AB,1,WB1070CL,80,153,34,0,141.9212903,62,7,7
2017,AB,1,Bobtail,70,160,35,0,150.3522581,57,7,8
2017,AB,1,WA8232,50,161,36,0,135.363871,60.1,7,9
2017,AB,1,XA1101,60,158,35,0,128.1819355,61.7,7,10
2017,AB,1,UI Sparrow,85,162,43,0,151.6012903,57.2,8,1
2017,AB,1,UI Palouse,85,159,35,0,141.9212903,59.2,8,2
2017,AB,1,WB1376CLP ,85,156,36,0,141.7651613,62.9,8,3
2017,AB,1,Bruneau,90,160,37,0,166.4335484,60.6,8,4
2017,AB,1,OR2121086,85,152,36,0,155.3483871,59.5,8,5
2017,AB,1,WB1604,95,153,33,0,132.2412903,61.2,8,6
2017,AB,1,WB 456,90,153,35,0,138.6425806,62.3,8,7
2017,AB,1,UI-WSU Huffman,90,161,40,0,165.9651613,60.1,8,8
2017,AB,1,SY Assure,90,153,31,0,140.516129,60.6,8,9
2017,AB,1,IDN06-03303B,95,156,32,0,148.9470968,59.2,8,10
2017,AB,2,LCS Hulk,85,158,40,0,165.1845161,60.3,9,1
2017,AB,2,Bobtail,70,159,35,0,163.6232258,56.7,9,2
2017,AB,2,UI Palouse,65,157,34,0,145.9806452,59.5,9,3
2017,AB,2,UI Magic,75,154,33,0,147.6980645,62.6,9,4
2017,AB,2,OR2101043,80,158,37,0,161.9058065,60.9,9,5
2017,AB,2,WB 456,85,154,34,0,149.883871,62.9,9,6
2017,AB,2,SY Dayton,95,160,36,0,164.8722581,59.5,9,7
2017,AB,2,OR2121086,85,158,38,0,150.9767742,59.8,9,8
2017,AB,2,WB-528,95,156,36,0,167.0580645,61.7,9,9
2017,AB,2,UI Castle ,85,161,40,0,169.556129,60.9,9,10
2017,AB,2,IDN07-28017B,85,151,34,0,135.2077419,60.6,10,1
2017,AB,2,WB1376CLP ,95,156,35,0,133.0219355,62.9,10,2
2017,AB,2,IDN06-03303B,95,154,33,0,158.7832258,59.8,10,3
2017,AB,2,IDN-02-29001A,95,154,35,0,149.1032258,61.2,10,4
2017,AB,2,LCS Shark,95,156,34,0,125.5277419,58.1,10,5
2017,AB,2,Stephens,90,157,37,0,150.3522581,59.8,10,6
2017,AB,2,ORI2150031CF+,85,160,38,0,138.1741935,59.5,10,7
2017,AB,2,UI-WSU Huffman,90,162,40,0,155.8167742,58.9,10,8
2017,AB,2,XA1401,90,160,36,0,133.6464516,61.5,10,9
2017,AB,2,UI Sparrow,85,162,42,0,160.0322581,58.1,10,10
2017,AB,2,Norwest Duet,85,160,40,0,154.5677419,58.9,11,1
2017,AB,2,Jasper,85,161,39,0,133.4903226,55.8,11,2
2017,AB,2,ORI2150033CF+,80,161,40,0,138.3303226,58.4,11,3
2017,AB,2,Norwest Tandem,80,154,31,0,159.563871,58.9,11,4
2017,AB,2,LCS Artdeco,85,156,34,0,160.0322581,58.4,11,5
2017,AB,2,SY  Ovation,90,160,37,0,171.8980645,60.1,11,6
2017,AB,2,IDN09-08357A,95,157,40,0,164.56,60.1,11,7
2017,AB,2,WB1604,95,154,37,0,154.2554839,60.9,11,8
2017,AB,2,WB1529 ,95,157,34,0,161.7496774,62.3,11,9
2017,AB,2,Bruneau,80,162,38,0,172.9909677,59.2,11,10
2017,AB,2,SY Assure,85,153,32,0,132.5535484,59.5,12,1
2017,AB,2,WB1070CL,80,155,34,0,147.2296774,62,12,2
2017,AB,2,WB1783,85,153,40,0,161.5935484,62.9,12,3
2017,AB,2,Brundage,80,154,34,0,119.2825806,59.5,12,4
2017,AB,2,XA1101,90,156,35,0,127.2451613,60.6,12,5
2017,AB,2,LCS Drive,95,153,31,0,138.4864516,59.2,12,6
2017,AB,2,IDN-01-10704A,95,158,42,0,172.5225806,60.9,12,7
2017,AB,2,WA8234,90,158,36,0,157.5341935,60.3,12,8
2017,AB,2,UI Sparrow,85,162,42,0,153.1625806,56.4,12,9
2017,AB,2,WA8232,85,162,39,0,162.6864516,59.2,12,10
2017,AB,3,Bobtail,85,158,33,0,151.4451613,56.1,13,1
2017,AB,3,WB1604,85,153,36,0,144.8877419,60.3,13,2
2017,AB,3,UI Sparrow,80,162,42,0,141.6090323,56.7,13,3
2017,AB,3,WB1529 ,85,157,33,0,147.2296774,61.2,13,4
2017,AB,3,WB-528,85,154,30,0,132.5535484,61.5,13,5
2017,AB,3,UI Castle ,85,158,36,0,152.0696774,62.3,13,6
2017,AB,3,LCS Hulk,85,154,35,0,145.043871,59.2,13,7
2017,AB,3,Jasper,80,159,39,0,115.0670968,54.7,13,8
2017,AB,3,LCS Drive,85,153,29,0,143.7948387,56.7,13,9
2017,AB,3,Brundage,75,154,34,0,124.9032258,57.2,13,10
2017,AB,3,IDN-02-29001A,85,153,34,0,148.4787097,61.2,14,1
2017,AB,3,IDN07-28017B,85,154,33,0,129.1187097,60.3,14,2
2017,AB,3,IDN09-08357A,70,157,35,0,105.2309677,57.8,14,3
2017,AB,3,Stephens,80,157,34,0,147.5419355,58.6,14,4
2017,AB,3,WB1376CLP ,80,156,35,0,135.52,62.9,14,5
2017,AB,3,Norwest Duet,80,157,37,0,155.3483871,59.8,14,6
2017,AB,3,WA8234,85,154,33,0,123.9664516,61.2,14,7
2017,AB,3,SY Dayton,85,157,34,0,152.0696774,60.1,14,8
2017,AB,3,ORI2150033CF+,85,160,36,0,131.1483871,58.9,14,9
2017,AB,3,WA8232,85,161,37,0,158.6270968,60.1,14,10
2017,AB,3,Norwest Tandem,80,154,32,0,140.6722581,59.8,15,1
2017,AB,3,WB1070CL,75,151,29,0,103.0451613,60.9,15,2
2017,AB,3,LCS Shark,80,153,32,0,117.0967742,58.6,15,3
2017,AB,3,IDN-01-10704A,80,156,36,0,149.7277419,60.3,15,4
2017,AB,3,XA1101,80,156,37,0,127.5574194,61.2,15,5
2017,AB,3,WB1783,80,158,36,0,136.4567742,62.6,15,6
2017,AB,3,WB 456,80,153,33,0,136.1445161,62,15,7
2017,AB,3,OR2121086,60,158,34,0,135.8322581,59.5,15,8
2017,AB,3,LCS Artdeco,85,154,35,0,150.8206452,58.9,15,9
2017,AB,3,IDN06-03303B,75,158,33,0,153.7870968,59.2,15,10
2017,AB,3,SY  Ovation,85,160,35,0,133.0219355,58.6,16,1
2017,AB,3,UI Palouse,85,161,31,0,121.6245161,57.5,16,2
2017,AB,3,Bruneau,60,161,36,0,146.9174194,59.8,16,3
2017,AB,3,OR2101043,70,158,35,0,138.4864516,59.2,16,4
2017,AB,3,UI-WSU Huffman,80,161,37,0,142.8580645,58.4,16,5
2017,AB,3,UI Magic,80,157,32,0,144.8877419,61.5,16,6
2017,AB,3,SY Assure,85,153,31,0,138.7987097,61.2,16,7
2017,AB,3,UI Sparrow,85,162,42,0,146.2929032,57,16,8
2017,AB,3,ORI2150031CF+,90,160,38,0,136.6129032,58.9,16,9
2017,AB,3,XA1401,95,160,36,0,134.7393548,61.5,16,10
2017,RT,1,ORI2150033CF+,95,158,32,0,120.0489439,58.9,1,1
2017,RT,1,WA8234,95,157,32,0,150.9545478,60.9,1,2
2017,RT,1,WB-528,98,156,33,0,142.1111058,60.9,1,3
2017,RT,1,SY Assure,85,153,25,0,122.5488,61.7,1,4
2017,RT,1,IDN-01-10704A,85,156,35,0,146.8528546,60.3,1,5
2017,RT,1,LCS Artdeco,92,155,27,0,108.3192,59.5,1,6
2017,RT,1,IDN09-08357A,95,157,34,0,140.9892,60.9,1,7
2017,RT,1,WB1376CLP ,98,156,29,0,120.9516,62.9,1,8
2017,RT,1,WB1529 ,92,156,28,0,142.1508,62,1,9
2017,RT,1,Bobtail,98,158,30,0,155.364,56.4,1,10
2017,RT,1,IDN06-03303B,100,156,32,0,131.9383473,59.2,2,1
2017,RT,1,OR2121086,98,157,34,0,138.4014688,59.8,2,2
2017,RT,1,LCS Drive,100,154,28,0,132.858,58.6,2,3
2017,RT,1,Bruneau,100,158,34,0,140.7941674,59.5,2,4
2017,RT,1,UI Sparrow,88,160,34,0,115.0011391,57.5,2,5
2017,RT,1,OR2101043,98,157,31,0,117.6941855,59.5,2,6
2017,RT,1,UI Sparrow,98,158,34,0,122.694,57,2,7
2017,RT,1,WB1070CL,100,154,27,0,121.3872,62.6,2,8
2017,RT,1,Stephens,95,156,27,0,112.3848,59.2,2,9
2017,RT,1,UI Palouse,100,158,29,0,114.2538028,59.5,2,10
2017,RT,1,ORI2150031CF+,85,158,32,0,113.0388273,58.1,3,1
2017,RT,1,UI-WSU Huffman,95,159,34,0,129.7510638,58.4,3,2
2017,RT,1,WB1783,100,156,29,0,124.2847764,61.7,3,3
2017,RT,1,WB 456,100,152,28,0,110.3208924,62,3,4
2017,RT,1,XA1401,98,157,30,0,110.352,62.9,3,5
2017,RT,1,WB1604,96,154,30,0,109.0452,61.2,3,6
2017,RT,1,IDN-02-29001A,96,155,29,0,126.324,61.5,3,7
2017,RT,1,UI Castle ,100,158,32,0,142.0099769,60.6,3,8
2017,RT,1,LCS Shark,100,155,29,0,122.9844,58.1,3,9
2017,RT,1,Brundage,98,155,27,0,115.3300112,60.9,3,10
2017,RT,1,LCS Hulk,90,158,33,0,145.5069946,59.5,4,1
2017,RT,1,UI Magic,98,156,32,0,137.4699005,60.9,4,2
2017,RT,1,SY  Ovation,98,158,35,0,145.3452,61.5,4,3
2017,RT,1,IDN07-28017B,100,155,32,0,128.502,59.8,4,4
2017,RT,1,Jasper,98,158,34,0,97.1388,56.4,4,5
2017,RT,1,Norwest Duet,98,158,35,0,151.657044,59.8,4,6
2017,RT,1,XA1101,98,155,32,0,127.4856,61.7,4,7
2017,RT,1,Norwest Tandem,98,155,29,0,137.94,59.8,4,8
2017,RT,1,SY Dayton,95,158,30,0,128.2116,59.5,4,9
2017,RT,1,WA8232,98,160,33,0,125.8841485,61.2,4,10
2017,RT,2,IDN07-28017B,98,156,31,0,125.461275,60.3,5,1
2017,RT,2,XA1101,98,158,27,0,110.9328,61.5,5,2
2017,RT,2,UI Palouse,98,158,30,0,115.286802,59.2,5,3
2017,RT,2,UI Magic,95,156,31,0,114.1272,59.8,5,4
2017,RT,2,LCS Hulk,100,157,32,0,117.7572,58.9,5,5
2017,RT,2,IDN-01-10704A,100,156,35,0,136.9472037,59.8,5,6
2017,RT,2,WA8232,95,159,33,0,131.68418,60.9,5,7
2017,RT,2,WB1783,98,156,34,0,108.4532022,60.9,5,8
2017,RT,2,SY  Ovation,90,158,30,0,108.9,59.5,5,9
2017,RT,2,UI Sparrow,88,159,33,0,96.11942863,57,5,10
2017,RT,2,SY Dayton,90,161,32,0,128.9082998,59.2,6,1
2017,RT,2,SY Assure,100,155,32,0,133.4388,60.3,6,2
2017,RT,2,Bruneau,97,162,36,0,156.2331463,58.4,6,3
2017,RT,2,LCS Drive,95,155,29,0,148.6848,58.6,6,4
2017,RT,2,WB1376CLP ,98,157,34,0,146.0712,62.6,6,5
2017,RT,2,UI Castle ,96,160,40,0,166.4990535,60.1,6,6
2017,RT,2,Bobtail,100,158,30,0,164.9472,56.7,6,7
2017,RT,2,IDN06-03303B,100,157,34,0,158.955342,58.9,6,8
2017,RT,2,Jasper,100,158,35,0,123.1725699,57.2,6,9
2017,RT,2,LCS Shark,100,157,29,0,146.4854033,59.2,6,10
2017,RT,2,WB-528,95,158,31,0,138.1383641,60.1,7,1
2017,RT,2,OR2101043,95,159,34,0,147.5626479,58.1,7,2
2017,RT,2,IDN-02-29001A,98,158,35,0,160.5880637,61.2,7,3
2017,RT,2,Norwest Duet,95,159,36,0,143.2066433,58.6,7,4
2017,RT,2,XA1401,90,158,31,0,103.6728,61.7,7,5
2017,RT,2,IDN09-08357A,98,157,36,0,151.1532,60.3,7,6
2017,RT,2,ORI2150031CF+,88,158,37,0,115.1436,59.5,7,7
2017,RT,2,WB1070CL,90,154,32,0,130.2444,62.6,7,8
2017,RT,2,UI Sparrow,75,161,39,0,120.2105689,57,7,9
2017,RT,2,WB1529 ,88,157,35,0,143.8932,62.3,7,10
2017,RT,2,LCS Artdeco,95,154,31,0,141.4248,58.9,8,1
2017,RT,2,OR2121086,90,158,32,0,125.3775399,59.5,8,2
2017,RT,2,WA8234,75,156,33,0,111.804,60.3,8,3
2017,RT,2,ORI2150033CF+,75,158,35,0,104.69669,59.2,8,4
2017,RT,2,Brundage,90,158,34,0,124.7268,60.6,8,5
2017,RT,2,UI-WSU Huffman,98,159,39,0,129.5135677,58.1,8,6
2017,RT,2,Norwest Tandem,95,155,31,0,135.3264,59.5,8,7
2017,RT,2,WB1604,100,155,34,0,128.9376,60.9,8,8
2017,RT,2,WB 456,100,154,32,0,130.5348,62,8,9
2017,RT,2,Stephens,100,157,32,0,145.2,59.8,8,10
2017,RT,3,WB1604,98,155,32,0,130.2444,60.3,9,1
2017,RT,3,IDN-02-29001A,100,157,34,0,156.1714862,60.6,9,2
2017,RT,3,UI Palouse,98,159,33,0,136.9851067,59.8,9,3
2017,RT,3,OR2121086,98,159,34,0,137.1400874,58.9,9,4
2017,RT,3,Stephens,85,158,34,0,116.7653051,59.2,9,5
2017,RT,3,UI Sparrow,95,162,39,0,114.720306,57,9,6
2017,RT,3,IDN06-03303B,98,158,33,0,128.9376,59.2,9,7
2017,RT,3,IDN09-08357A,98,157,37,0,127.9212,60.1,9,8
2017,RT,3,XA1101,98,157,31,0,107.3028,61.5,9,9
2017,RT,3,Norwest Duet,98,160,38,0,142.5438204,58.9,9,10
2017,RT,3,WB 456,50,156,31,0,99.25944716,60.1,10,1
2017,RT,3,WA8234,98,158,36,0,149.9433053,60.3,10,2
2017,RT,3,Brundage,100,155,34,0,156.3148439,60.6,10,3
2017,RT,3,WA8232,98,158,35,0,164.8025343,61.5,10,4
2017,RT,3,LCS Hulk,98,158,35,0,160.446,60.1,10,5
2017,RT,3,UI-WSU Huffman,98,159,36,0,147.4811478,59.2,10,6
2017,RT,3,IDN-01-10704A,100,157,39,0,169.2727893,59.5,10,7
2017,RT,3,ORI2150031CF+,100,158,34,0,134.3172948,60.1,10,8
2017,RT,3,LCS Drive,100,155,29,0,167.9964,58.1,10,9
2017,RT,3,UI Magic,100,156,33,0,173.0688656,61.2,10,10
2017,RT,3,IDN07-28017B,100,158,34,0,168.3221405,59.2,11,1
2017,RT,3,OR2101043,100,155,33,0,175.2379468,58.4,11,2
2017,RT,3,Bobtail,100,158,34,0,159.1392,56.4,11,3
2017,RT,3,ORI2150033CF+,100,158,36,0,138.5208,59.8,11,4
2017,RT,3,SY Dayton,98,158,31,0,155.9448,60.3,11,5
2017,RT,3,LCS Shark,100,157,33,0,155.364,58.9,11,6
2017,RT,3,WB1783,100,157,35,0,144.5643144,61.2,11,7
2017,RT,3,XA1401,100,158,34,0,119.4996,62,11,8
2017,RT,3,SY Assure,90,154,32,0,141.4248,60.6,11,9
2017,RT,3,WB1376CLP ,95,157,35,0,148.3765764,62.6,11,10
2017,RT,3,WB-528,85,158,36,0,111.1998751,59.2,12,1
2017,RT,3,LCS Artdeco,85,161,35,0,114.5628511,57,12,2
2017,RT,3,WB1070CL,95,155,30,0,123.8556,61.7,12,3
2017,RT,3,Jasper,98,158,35,0,119.3152076,57,12,4
2017,RT,3,WB1529 ,83,157,36,0,131.2051826,61.5,12,5
2017,RT,3,Norwest Tandem,80,156,31,0,133.6896475,58.1,12,6
2017,RT,3,UI Sparrow,80,162,42,0,133.7897937,55.8,12,7
2017,RT,3,UI Castle ,100,160,40,0,144.259262,59.5,12,8
2017,RT,3,Bruneau,98,160,37,0,162.4440333,58.4,12,9
2017,RT,3,SY  Ovation,98,158,34,0,150.1368,60.3,12,10
2017,RT,4,WA8234,95,159,33,0,140.2634091,59.8,13,1
2017,RT,4,UI Sparrow,95,163,39,0,135.5833924,55.3,13,2
2017,RT,4,Bruneau,98,160,35,0,146.6767816,58.6,13,3
2017,RT,4,IDN09-08357A,100,158,35,0,141.2796,59.5,13,4
2017,RT,4,WB1604,8,155,33,0,131.5512,60.9,13,5
2017,RT,4,XA1401,95,159,33,0,120.2256,61.7,13,6
2017,RT,4,IDN-02-29001A,98,158,36,0,153.9626458,60.6,13,7
2017,RT,4,SY Dayton,96,158,32,0,142.5864,59.5,13,8
2017,RT,4,Jasper,98,160,36,0,135.7200662,56.7,13,9
2017,RT,4,UI-WSU Huffman,95,161,36,0,134.9888158,58.1,13,10
2017,RT,4,WB1783,80,158,33,0,125.5099275,60.6,14,1
2017,RT,4,SY  Ovation,75,158,32,0,118.5037464,59.5,14,2
2017,RT,4,UI Sparrow,70,160,38,0,120.9459128,56.7,14,3
2017,RT,4,ORI2150031CF+,70,158,31,0,108.4281232,58.6,14,4
2017,RT,4,WB 456,96,154,30,0,131.6964,62,14,5
2017,RT,4,Bobtail,100,158,29,0,150.4272,56.4,14,6
2017,RT,4,WB1070CL,100,152,31,0,133.8744,62.3,14,7
2017,RT,4,IDN-01-10704A,92,157,36,0,136.7784,59.2,14,8
2017,RT,4,UI Palouse,96,158,33,0,130.2651694,59.2,14,9
2017,RT,4,WB-528,100,157,32,0,155.1434215,60.6,14,10
2017,RT,4,Brundage,98,156,32,0,144.5465791,60.1,15,1
2017,RT,4,SY Assure,100,151,28,0,137.1440113,60.3,15,2
2017,RT,4,IDN07-28017B,95,156,31,0,142.0951106,60.1,15,3
2017,RT,4,Norwest Tandem,95,153,29,0,139.2063624,58.9,15,4
2017,RT,4,LCS Artdeco,95,154,28,0,142.8768,58.1,15,5
2017,RT,4,Norwest Duet,97,158,36,0,148.9930701,58.9,15,6
2017,RT,4,LCS Drive,97,152,27,0,123.7104,57.8,15,7
2017,RT,4,IDN06-03303B,100,157,32,0,138.8112,58.6,15,8
2017,RT,4,WA8232,98,159,35,0,145.0033109,59.5,15,9
2017,RT,4,WB1529 ,100,156,32,0,139.392,61.7,15,10
2017,RT,4,XA1101,72,158,36,0,107.9254896,60.3,16,1
2017,RT,4,ORI2150033CF+,98,159,38,0,106.0186094,58.1,16,2
2017,RT,4,OR2121086,93,159,36,0,126.2264256,59.2,16,3
2017,RT,4,LCS Shark,100,156,33,0,137.0688,57.8,16,4
2017,RT,4,Stephens,100,157,34,0,127.6308,58.9,16,5
2017,RT,4,UI Castle ,100,159,38,0,133.2419669,59.2,16,6
2017,RT,4,LCS Hulk,98,157,34,0,137.7948,58.9,16,7
2017,RT,4,OR2101043,93,159,34,0,109.8085687,57.5,16,8
2017,RT,4,UI Magic,90,158,33,0,121.1794664,59.2,16,9
2017,RT,4,WB1376CLP ,100,157,35,0,140.2192985,62.9,16,10